"gvkey","conm","price_2023","price_2024","eps_2023","eps_2024"
"318310","VICTOR GROUP HOLDINGS LTD",0.03,0.03,-0.0023,-0.0062
"285191","VICTORY METALS LIMITED",0.185,0.385,-0.0213,-0.0232
"294612","VIKING MINES LTD",0.01,0.008,0.0012,-0.0027
"328100","VINTAGE ENERGY LTD",0.031,0.009,-0.0149,-0.0228
"329524","VINYL GROUP LTD",0.056,0.105,-0.0302,-0.0252
"253375","VIP GLOVES LTD",0.003,NA,-0.0164,NA
"284312","VIRIDIS MINING AND MINERALS",0.85,0.705,-0.023,-0.1689
"321671","VISIONFLEX GROUP LIMITED",0.01,0.005,-0.0025,-0.0011
"274258","VITAL METALS LTD",0.01,0.003,-0.01,-9e-04
"334319","VITURA HEALTH LIMITED",0.37,0.076,0.0249,0.0062
"327665","VIVA ENERGY GROUP",3.7,NA,0.0025,NA
"332470","VIVA LEISURE LTD",1.595,1.38,0.0378,0.0355
"254459","VMOTO LTD",0.145,NA,0.0251,NA
"248169","VOLT GROUP LIMITED",0.001,NA,1e-04,NA
"259626","VOLT RESOURCES LTD",0.007,0.0035,-0.0036,-0.001
"296582","VOLTAIC STRATEGIC RESOURCES",0.0165,NA,-0.0035,NA
"296911","VRX SILICA LTD",0.11,0.042,-0.009,-0.0073
"327204","VULCAN ENERGY RESOURCES LTD",2.87,NA,-0.1692,NA
"350937","VULCAN STEEL LIMITED",7.35,7.69,0.6689,0.3043
"288489","VYSARN LTD",0.185,0.5,0.0098,0.0195
"343934","WA KAOLIN LIMITED",0.135,0.052,-0.0105,-0.0329
"351672","WA1 RESOURCES LTD",5.15,15.08,-0.0462,-0.0609
"326138","WAGNERS HOLDING CO",0.965,0.86,0.0166,0.0548
"281462","WALKABOUT RESOURCES LTD",0.115,0.1,-0.008,-0.0127
"314719","WARATAH MINERALS LIMITED",0.09,NA,-0.0647,NA
"297512","WARRIEDAR RESOURCES LIMITED",0.068,0.06,-0.0361,-0.039
"253370","WATERCO LTD",4.18,5.32,0.3073,0.3938
"253367","WEB TRAVEL GROUP LIMITED",8.98,NA,0.1888,NA
"320859","WELLARD LTD",0.038,0.072,-0.0292,-0.0015
"247299","WELLFULLY LTD",0.003,NA,-0.0171,NA
"323741","WELLNEX LIFE LTD",0.0524,0.02,-0.0343,-0.0162
"101601","WESFARMERS LTD",52.86,70.43,2.1776,2.2568
"294831","WEST AFRICAN RESOURCES LTD",1.2,NA,0.1433,NA
"350040","WEST COBAR METALS LIMITED",0.085,0.024,-0.0167,-0.0283
"287929","WEST WITS MINING LTD",0.014,0.015,-0.0013,-7e-04
"344093","WESTAR RESOURCES LTD",0.0215,0.009,-0.0374,-0.0148
"348739","WESTERN GOLD RESOURCES LTD",0.03,0.027,-0.0225,-0.0229
"348902","WESTERN MINES GROUP LTD",0.285,0.25,-0.0213,-0.0204
"284824","WESTERN YILGARN NL",0.092,0.025,-0.0116,-0.0164
"212653","WESTGOLD RESOURCES LTD",1.695,2.67,0.0211,0.2011
"015362","WESTPAC BANKING CORP",22.9,NA,1.32,NA
"332583","WHISPIR LTD",0.315,NA,-0.1607,NA
"290311","WHITE CLIFF MINERALS LTD",0.011,0.02,0.0041,-0.0098
"242682","WHITE ENERGY CO LTD",0.071,0.042,-0.158,-0.064
"270347","WHITEBARK ENERGY LTD",0.025,0.008,-6e-04,-0.0115
"284808","WHITEHAVEN COAL LIMITED",7.11,7.22,3.0766,0.4448
"326184","WHITEHAWK LIMITED",0.017,NA,-0.0104,NA
"297001","WIA GOLD LIMITED",0.04,0.145,-0.0027,-0.004
"327199","WIDE OPEN AGRICULTU",0.325,0.012,-0.1027,-0.0548
"271291","WILDCAT RESOURCES LTD",0.445,0.285,-0.0025,-0.0087
"350192","WIN METALS LTD",0.1975,0.046,-0.0081,-0.0077
"318404","WINCHESTER ENERGY LTD",0.003,NA,-0.0025,NA
"247593","WINGARA AG LIMITED",0.008,NA,-0.0178,NA
"350974","WINSOME RESOURCES LIMITED",1.475,0.57,-0.098,-0.0264
"321501","WISETECH GLOBAL LTD",65.05,137.19,0.6479,0.794
"328883","WISEWAY GROUP LIMITED",0.046,0.13,-0.0192,0.0037
"248144","WISR LTD",0.031,0.027,-0.0097,-0.006
"100712","WOODSIDE ENERGY GROUP LTD",30.5,NA,0.8753,NA
"100894","WOOLWORTHS GROUP LTD",37.32,33.3,1.3325,0.0885
"329451","WOOMERA MINING LTD",0.011,0.002,-0.0044,-0.0037
"254665","WORLEY LTD",17.41,14.83,0.0704,0.5747
"323092","WRKR LTD",0.028,0.049,-0.0033,-0.003
"349942","X2M CONNECT LIMITED",0.04,0.038,-0.0354,-0.0258
"296338","XANADU MINES LTD",0.059,NA,-0.0047,NA
"284844","XERO LIMITED",136.4,NA,1.1534,NA
"351350","XPON TECHNOLOGIES GROUP LTD",0.054,0.008,-0.0283,-0.0218
"314729","XREALITY GROUP LIMITED",0.04,0.037,-0.004,-0.0081
"284393","XREF LTD",0.2,0.15,-0.018,-0.0304
"281520","XRF SCIENTIFIC LTD",1.02,1.68,0.0562,0.0645
"205895","XSTATE RESOURCES LTD",0.016,NA,0.0044,NA
"285849","XTC LITHIUM LIMITED",0.001,NA,-6e-04,NA
"313077","YANCOAL AUSTRALIA LTD",5.24,NA,1.3776,NA
"330013","YANDAL RESOURCES LIMITED",0.049,0.09,-0.0073,-0.0244
"278170","YARI MINERALS LIMITED",0.005,NA,-0.0092,NA
"296027","YOJEE LTD",0.009,0.083,-0.0056,-0.0583
"252590","YOWIE GROUP LTD",0.034,0.025,-5e-04,-0.012
"257749","ZELIRA THERAPEUTICS LTD",0.98,0.75,-0.5535,-3.2228
"284760","ZENITH MINERALS LTD",0.11,0.049,-0.0264,-0.0127
"293020","ZEOTECH LTD",0.054,0.031,-0.0015,-0.0032
"314718","ZEUS RESOURCES LTD",0.015,0.009,-0.0029,-0.0013
"253327","ZICOM GROUP LTD",0.057,0.068,-0.0398,0.0308
"226186","ZIMPLATS HOLDINGS LTD",23.2,16.2,1.9089,0.0764
"350034","ZOOM2U TECHNOLOGIES LIMITED",0.055,0.076,-0.0297,-0.0158
"329144","ZOONO GROUP LTD",0.038,0.024,-0.0021,-0.0414
"295276","ZULEIKA GOLD LTD",0.011,0.013,-0.002,3e-04
