"gvkey","conm","2021","2022","2023","2024"
"338241","ATOMO DIAGNOSTICS LTD",0.355,0.059,0.026,0.021
"338382","PURE FOODS TASMANIA PTY LTD",0.585,0.16,0.1,0.017
"338523","INTELICARE HOLDINGS LTD",0.1,0.04,0.015,0.014
"338975","DYNAMIC GROUP HOLDINGS LTD",0.43,0.36,0.255,0.26
"339026","DUG TECHNOLOGY LTD",0.905,0.52,1.9,2.53
"339106","4DMEDICAL LTD",1.465,0.58,0.45,0.675
"339132","FORBIDDEN FOODS LIMITED",0.26,0.09,0.018,0.01
"339267","AUSTRALIAN STRATEGIC MATL",10,2.34,1.46,0.56
"339524","OLIVEX HOLDINGS LTD",1,1.1,NA,NA
"339555","AI-MEDIA TECHNOLOGIES LTD",0.925,0.355,0.3,0.755
"339747","RESOURCE DEVELOPMENT GROUP",0.051,0.06,0.045,0.029
"339783","CASPIN RESOURCES LTD",0.7,0.65,0.14,0.054
"339805","NORTH STAWELL MINERALS LTD",0.315,0.135,0.034,0.018
"340137","AUSSIE BROADBAND LTD",4.89,2.28,4.11,3.85
"340212","MYDEAL COM AU LTD",0.715,1.05,NA,NA
"340281","TRUE NORTH COPPER LIMITED",0.23,0.049,NA,NA
"340282","CLEANSPACE HOLDINGS LIMITED",1.38,0.64,0.29,0.5
"340294","DOUUGH PTY LTD",0.07,0.021,0.006,0.005
"340324","NATIVE MINERAL RESOURCES HOL",0.23,0.145,0.04,0.02
"340329","ADISYN LTD",0.19,0.045,0.022,0.04
"340392","DUSK GROUP LIMITED",3.15,1.95,1,1.155
"340394","ADORE BEAUTY GROUP LIMITED",4.61,1.33,0.735,1.02
"340396","MIRAMAR RESOURCES LIMITED",0.2,0.091,0.035,0.007
"342576","DETERRA ROYALTIES LTD",3.79,4,4.79,4.04
"343867","TOMBADOR IRON LTD",0.04,0.027,0.014,NA
"343910","CREDIT CLEAR LIMITED",0.465,0.44,0.19,0.32
"343912","AURUMIN LTD",0.185,0.105,0.027,0.047
"343920","EAST 33 LIMITED",0.19,0.031,0.031,0.022
"343934","WA KAOLIN LIMITED",0.195,0.2,0.135,0.052
"343951","DURATEC LIMITED",0.38,0.3825,1.29,1.42
"343984","HIPAGES GROUP HOLDINGS LTD",3.57,1.36,0.825,1.255
"344058","CLUEY LTD",1.3,0.5,0.094,0.036
"344059","UNIVERSAL STORE HOLDINGS LTD",8,4.69,3.46,7.5
"344092","AUCYBER LIMITED",0.665,0.175,0.105,0.255
"344093","WESTAR RESOURCES LTD",0.165,0.049,0.0215,0.009
"345191","BOOKTOPIA GROUP LIMITED",2.62,0.25,0.11,NA
"345226","YOUFOODZ HOLDINGS LTD",0.93,NA,NA,NA
"345340","GENUSPLUS GROUP LTD",1.045,0.96,1.15,2.45
"345403","MAAS GROUP HOLDINGS LIMITED",5.38,3.16,3.32,4.78
"345409","KINGFISHER MINING LTD",0.19,NA,0.185,0.086
"345461","DESERT METALS LIMITED",0.28,0.48,0.042,0.022
"345471","ERRAWARRA RESOURCES LTD",0.25,0.185,0.14,0.098
"345479","TOP SHELF INTERNATIONAL HOLD",1.66,1.3,0.21,0.04
"345544","MEDALLION METALS LIMITED",0.225,0.175,0.07,0.053
"345545","LIVE VERDURE LTD",0.395,0.22,0.34,0.57
"345546","RINCON RESOURCES LTD",0.22,0.1,0.033,0.026
"345557","MAYFIELD GROUP HOLDINGS",0.43,0.3,0.455,0.78
"345563","BPM MINERALS LIMITED",0.27,0.115,0.084,0.105
"345650","PLAYSIDE STUDIOS LIMITED",0.385,0.63,0.46,0.58
"345651","ACUSENSUS LIMITED",NA,NA,0.78,0.83
"345667","SILK LASER AUSTRALIA LIMITED",4.38,2.05,3.3,NA
"345686","NUIX LIMITED",2.52,0.55,1.425,6.56
"345696","CONTROL BIONICS LIMITED",0.665,0.175,0.073,0.068
"345703","TORRENS MINING LIMITED",0.16,NA,NA,NA
"345723","FELIX GROUP HOLDINGS LTD",0.25,0.165,0.076,0.16
"345765","ANSARADA GROUP LTD",1.535,1.59,1.415,2.49
"345930","COMPLII FINTECH SOLUTIONS LT",0.059,0.065,0.04,0.026
"345968","CETTIRE LIMITED",3.27,0.745,2.88,1.865
"346021","OZAURUM RESOURCES LIMITED",0.14,0.079,0.1,0.038
"346047","CHIMERIC THERAPEUTICS LTD",0.315,0.088,0.028,0.014
"346052","FORESTA GROUP HOLDING LTD",0.08,0.028,0.016,0.004
"346144","BIKEEXCHANGE PTY LTD",0.18,0.02,0.006,NA
"346147","SINGULAR HEALTH GROUP LTD",0.235,0.11,0.037,0.09
"346152","AUSTRALIAN GOLD AND COPPER",0.135,0.068,0.065,0.245
"346177","MAMBA EXPLORATION LIMITED",0.17,0.125,0.047,0.012
"346178","PENTANET LIMITED",0.67,0.29,0.061,0.033
"346246","NEXION GROUP LTD",0.21,0.07,0.015,0.02
"346301","EZZ LIFE SCIENCE HOLDINGS",0.51,0.3,0.68,4.53
"346501","JUNO MINERALS LIMITED",0.15,0.1,0.075,0.031
"346518","DDH 1 DRILLING PTY LTD",1.24,0.74,0.84,NA
"346524","HARTSHEAD RESOURCES NL",0.023,0.042,0.027,0.006
"346536","FIREBIRD METALS LIMITED",0.53,0.195,0.13,0.12
"346621","PEREGRINE GOLD LIMITED",0.4,0.595,0.25,0.2
"346695","AIRTASKER LIMITED",0.97,0.33,0.195,0.3
"346854","MAD PAWS HOLDINGS LIMITED",0.23,0.13,0.09,0.07
"346932","SPARC TECHNOLOGIES LIMITED",0.615,0.85,0.205,0.185
"346938","PROPTECH GROUP LIMITED",0.645,0.28,NA,NA
"346966","ISLAND PHARMACEUTICALS LTD",0.34,0.17,0.085,0.08
"347044","92 ENERGY LTD",0.765,0.525,0.325,NA
"347054","DELOREAN CORPORATION LTD",0.195,0.063,0.023,0.1
"347055","ICENI GOLD LIMITED",0.235,0.098,0.076,0.039
"347108","LYNCH GROUP HOLDINGS LTD",3.58,2.57,2,1.68
"347158","HEALTH HOUSE INTERNATIONAL L",0.105,0.013,NA,NA
"347210","BLACK CANYON LIMITED",0.27,0.22,0.12,0.065
"347243","QMINES LIMITED",0.4,0.145,0.1,0.1
"347248","STRATA MINERALS LIMITED",0.18,0.125,0.057,0.031
"347289","EP&T GLOBAL LIMITED",0.15,0.048,0.023,0.023
"347290","MIGHTY KINGDOM LIMITED",0.15,0.033,0.014,0.053
"347377","AUSTRALASIAN METALS LIMITED",0.43,0.28,0.2,0.11
"347378","ALBION RESOURCES LIMITED",0.24,0.08,0.07,0.046
"347403","GLOBAL LITHIUM RESOURCES LTD",0.395,2.2,1.37,0.22
"347413","HIREMII LIMITED",0.1,0.053,0.04,0.057
"347442","FLYNN GOLD LTD",0.15,0.11,0.06,0.028
"347444","PETER WARREN AUTOMOTIVE HOLD",3.05,2.63,2.5,1.67
"347481","MLG OZ LIMITED",0.9,0.5,0.56,0.615
"347506","AUDEARA LIMITED",0.12,0.09,0.038,0.056
"347634","LODE RESOURCES LTD",0.13,0.13,0.115,0.1
"347663","LITHIUM ENERGY LIMITED",0.615,0.705,0.6,0.325
"347725","POLYMETALS RESOURCES LTD",0.135,0.155,0.35,0.3
"347733","AUSTRALIAN CLINICAL LABS LTD",4.52,3.53,2.85,3.67
"347783","HITIQ LIMITED",0.15,0.055,0.018,0.012
"347813","FOS CAPITAL LIMITED",0.255,0.225,0.175,0.27
"348566","ARGENICA THERAPEUTICS LTD",0.4,0.45,0.375,0.715
"348567","LUNNON METALS LIMITED",0.42,0.87,0.8,0.165
"348632","CODRUS MINERALS LIMITED",0.16,0.071,0.067,0.02
"348638","TRAJAN GROUP HOLDINGS LTD",3.1,2.07,1.15,1.285
"348696","OPENN NEGOTIATION LIMITED",0.155,0.13,0.008,NA
"348712","BARTON GOLD HOLDINGS LIMITED",0.165,0.14,0.205,0.25
"348735","SWOOP HOLDINGS LIMITED",2.09,0.385,0.225,0.215
"348739","WESTERN GOLD RESOURCES LTD",0.17,0.092,0.03,0.027
"348776","LOCKSLEY RESOURCES LIMITED",0.185,0.067,0.04,0.025
"348777","AUSTRALIAN RARE EARTHS LTD",1.01,0.33,0.22,0.12
"348897","ENDEAVOUR GROUP LIMITED",6.98,7,5.27,5.02
"348902","WESTERN MINES GROUP LTD",0.23,0.125,0.285,0.25
"348903","OZZ RESOURCES LIMITED",0.175,0.085,0.073,0.055
"348913","CANNON RESOURCES LTD",0.28,0.27,NA,NA
"348958","BURLEY MINERALS LTD",0.26,0.14,0.18,0.07
"348963","G50 CORP LIMITED",0.225,0.145,0.15,0.175
"348984","CHARGER METALS NL",0.475,0.48,0.125,0.086
"348989","ASKARI METALS LTD",0.21,0.31,0.185,0.022
"348993","MTM CRITICAL METALS LIMITED",0.17,0.12,0.037,0.067
"348995","CAMPLIFY HOLDINGS LTD",3,1.87,2.07,1.26
"349043","BALLYMORE RESOURCES LTD",0.3,0.185,0.085,0.14
"349066","LUMOS DIAGNOSTICS HOLDINGS",0.9,0.06,0.095,0.037
"349208","BALKAN MINING AND MINERALS",0.725,0.32,0.2,0.052
"349209","M3 MINING LTD",0.205,0.145,0.0765,0.039
"349269","PACGOLD LIMITED",0.23,0.47,0.19,0.094
"349335","FUTURE METALS NL",0.185,0.105,0.044,0.021
"349362","BLUEBET HOLDINGS LTD",1.9,0.47,0.215,0.215
"349397","SILK LOGISTICS HOLDINGS LTD",2.25,2.15,1.85,1.33
"349431","BEST&LESS GROUP HOLDINGS LTD",3.44,2.32,NA,NA
"349508","TAMBOURAH METALS LTD",0.22,0.16,0.2,0.037
"349527","PANTERA MINERALS LIMITED",0.315,0.1,0.057,0.028
"349569","CULPEO MINERALS LTD",0.235,0.14,0.032,0.029
"349597","BCAL DIAGNOSTICS LIMITED",0.185,0.066,0.105,0.125
"349739","CLARITY PHARMACEUTICALS LTD",1.34,0.64,1.17,8.38
"349740","LEGACY MINERALS HOLDINGS LTD",0.205,0.15,0.175,0.225
"349769","AQUIRIAN LIMITED",0.19,0.33,0.18,0.19
"349824","KUNIKO LTD",2.06,0.47,0.26,NA
"349867","TEK-OCEAN GROUP LIMITED",0.415,NA,NA,NA
"349868","LI-S ENERGY LTD",2.07,0.53,0.21,0.115
"349886","COBRAM ESTATE OLIVES LTD",2.03,1.5,1.35,1.7
"349939","COPPER SEARCH LIMITED",0.36,0.17,0.2,0.057
"349940","HEAVY MINERALS LTD",0.19,0.14,0.099,0.093
"349941","PEARL GULL IRON LTD",0.17,0.028,0.028,0.02
"349942","X2M CONNECT LIMITED",0.23,0.075,0.04,0.038
"350034","ZOOM2U TECHNOLOGIES LIMITED",0.495,0.145,0.055,0.076
"350036","MT MALCOLM MINES NL",0.15,0.075,0.027,0.037
"350040","WEST COBAR METALS LIMITED",NA,0.2725,0.085,0.024
"350052","REVOLVER RESOURCES HOLDINGS",0.345,0.27,0.095,0.043
"350068","RUBICON WATER LIMITED",1.75,1.03,0.615,0.255
"350169","ANDEAN SILVER LIMITED",0.255,0.165,0.27,1.24
"350174","KOONENBERRY GOLD LTD",0.165,0.08,0.045,0.011
"350183","ACTIVEPORT GROUP LTD",NA,0.065,0.125,0.041
"350258","EASTERN METALS LTD",NA,0.14,0.033,0.02
"350276","C29 METALS LTD",NA,0.145,0.077,0.067
"350401","REMSENSE TECHNOLOGIES LTD",NA,0.165,0.065,0.029
"350561","HAMELIN GOLD LTD",NA,0.115,0.086,0.068
"350628","NICKELSEARCH LIMITED",NA,0.14,0.057,0.015
"350726","EVOLUTION ENERGY MINERALS",NA,0.26,0.165,0.037
"350807","TISSUE REPAIR LTD",NA,0.31,0.25,0.355
"350869","PARABELLUM RESOURCES LIMITED",NA,0.265,0.345,0.053
"350888","STEP ONE CLOTHING LIMITED",NA,0.27,0.565,1.79
"350937","VULCAN STEEL LIMITED",NA,6.8,7.35,7.69
"350954","NIMY RESOURCES LTD",NA,0.275,0.185,0.062
"350957","ARTRYA LIMITED",NA,0.64,0.21,0.26
"350973","ROCKETBOOTS LIMITED",NA,0.11,0.15,0.099
"351013","SITEMINDER LTD",NA,3.09,4.63,6.32
"351025","ALLOGGIO GROUP LIMITED",NA,0.17,NA,NA
"351035","ORANGE MINERALS NL",NA,0.07,0.04,0.03
"351050","BIOME AUSTRALIA LIMITED",NA,0.073,0.14,0.7
"351130","ANDEAN MINING LIMITED",NA,NA,NA,NA
"351195","CLOSE THE LOOP LTD",NA,0.435,0.37,0.21
"351196","RAS TECHNOLOGY HOLDINGS LTD",NA,0.58,0.85,1.39
"351210","AMERICAN WEST METALS LIMITED",NA,0.155,0.14,0.11
"351224","APM HUMAN SERVICES INTL LTD",NA,3.38,1.845,1.445
"351261","AVADA GROUP LIMITED",NA,0.8,0.515,0.505
"351305","RONIN RESOURCES LTD",NA,0.15,0.14,0.105
"351335","IPD GROUP LIMITED",NA,2.09,4.95,5.08
"351336","SHAPE AUSTRALIA CO LTD",NA,1.6,1.57,2.7
"351350","XPON TECHNOLOGIES GROUP LTD",NA,0.155,0.054,0.008
"351359","NICO RESOURCES LIMITED",NA,0.54,0.405,0.1
"351434","ATTURRA LIMITED",NA,0.785,0.855,1.02
"351492","BIRDDOG TECHNOLOGY LIMITED",NA,0.175,0.13,0.066
"351532","FAR EAST GOLD LIMITED",NA,0.685,0.165,0.165
"351619","FELIX GOLD LTD",NA,0.14,0.0765,0.115
"351625","CARETEQ LIMITED",NA,0.08,0.022,0.012
"351627","HAODEX LTD",NA,NA,0.415,0.415
"351669","MY FOODIE BOX LIMITED",NA,0.076,0.004,NA
"351670","PREMIER1 LITHIUM LIMITED",NA,0.46,0.21,0.011
"351672","WA1 RESOURCES LTD",NA,0.155,5.15,15.08
"351728","FIREBRICK PHARMA LIMITED",NA,0.28,0.052,0.058
"352268","OMNIA METALS GROUP LTD",NA,0.15,0.086,0.078
"352351","MANY PEAKS MINERALS LIMITED",NA,0.225,0.28,0.215
"352431","VERATIN LIMITED",NA,NA,0.13,NA
"352453","MICROBA LIFE SCIENCES LTD",NA,0.18,0.36,0.185
"352562","INTERNATIONAL GRAPHITE LTD",NA,0.35,0.185,0.072
"352563","NOBLE HELIUM LIMITED",NA,0.195,0.21,0.05
"352595","MARONAN METALS LIMITED",NA,0.275,0.205,0.22
"352635","SARYTOGAN GRAPHITE LIMITED",NA,0.295,0.195,0.086
"352656","SSH GROUP LIMITED",0.24,0.185,0.15,0.069
"352672","NARRYER METALS LIMITED",NA,0.155,0.12,0.022
"352756","SOLSTICE MINERALS LIMITED",NA,0.145,0.13,0.215
"352942","AURORA ENERGY METALS LIMITED",NA,0.235,0.16,0.053
"352968","CAVALIER RESOURCES LTD",NA,0.145,0.135,0.15
"352979","TG METALS LTD",NA,0.12,0.094,0.14
"353008","CHRYSOS CORPORATION LIMITED",NA,3.1,6.29,5.75
"353070","LOTTERY CORPORATION LTD",NA,4.18,4.72,5.12
"353132","SOUTHERN PALLADIUM LIMITED",NA,0.86,0.41,0.45
"353340","BOTALA ENERGY LTD",NA,0.16,0.09,0.07
"354132","BRIDGE SAAS LIMITED",NA,NA,0.036,0.02
"354240","ADRAD HOLDINGS LTD",NA,1.545,0.95,0.73
"354283","LGI LIMITED",NA,NA,2.12,2.79
"354296","OMEGA OIL & GAS LIMITED",NA,NA,0.155,0.335
"354888","RICHMOND VANADIUM TECH LTD",NA,NA,0.38,0.295
"355178","VHM LIMITED",NA,NA,0.49,0.5
"355262","SOCO CORPORATION LTD",NA,NA,0.305,0.1
"357325","REDOX LIMITED",NA,NA,2.22,3.3
"359536","LTR PHARMA LIMITED",NA,NA,NA,1.665
"362021","GUZMAN Y GOMEZ LTD",NA,NA,NA,39.95
"362321","BHAGWAN MARINE LTD",NA,NA,NA,0.615
"104566","SOUL PATTINSON WASH H & CO",32.48,27.94,33.42,33.47
"209933","BRICKWORKS LTD",23.74,22.13,24.51,27.14
"220243","PREMIER INVESTMENTS LTD",30.58,25.03,22.71,33.75
"242643","CLOVER CORP LTD",1.605,1.185,0.89,0.515
"247829","TOYS'R'US ANZ LTD",0.17,0.041,0.015,0.059
"253531","HAVILAH RESOURCES LTD",0.185,0.305,0.215,0.205
"258444","NEW HOPE CORP LTD",2.01,5.65,5.77,4.87
"293130","MYER HOLDINGS LTD",0.54,0.635,0.5,0.905
"293245","KMD BRANDS LIMITED",1.59,1.08,0.83,0.44
"315885","SYNLAIT MILK LTD",3.6,3.12,1.33,0.405
"338843","TUAS LIMITED",1.4,1.32,2.08,5.15
"229876","AUSTRALIAN PHARM INDS LTD",1.5,NA,NA,NA
"284449","ASIAN AMERICAN MEDICAL GROUP",0.038,0.038,NA,NA
"346291","TRYPTAMINE THERAPEUTICS LTD",NA,NA,NA,0.018
"014802","NATIONAL AUSTRALIA BK",28.84,30.06,30.7,NA
"015362","WESTPAC BANKING CORP",21.35,23.35,22.9,NA
"015889","ANZ GROUP HOLDINGS LIMITED",27.51,23.66,25.92,NA
"100442","ORICA LTD",13.69,15.06,15.94,NA
"101613","NUFARM LTD",4.85,6.13,5.22,NA
"127842","PILOT ENERGY LTD",0.055,0.016,0.026,NA
"202362","ELDERS LTD",12.26,10.14,7.53,NA
"211572","SELECT HARVESTS LTD",6.21,3.9,2.9,NA
"212628","ARISTOCRAT LEISURE LTD",43.57,30.52,40.82,NA
"241386","GRAINCORP LTD",8.26,7.42,7.29,NA
"241419","TECHNOLOGY ONE LTD",12.81,13.14,15.37,NA
"242602","HANCOCK & GORE LTD",0.33,0.28,0.43,NA
"253410","NEW MURCHISON GOLD LIMITED",0.017,0.009,0.007,NA
"253505","ASPERMONT LTD",0.023,0.018,0.009,NA
"257860","INCITEC PIVOT LTD",3.24,3.76,2.84,NA
"290339","ALTERRA LTD",0.029,0.011,0.006,NA
"337815","UNITED MALT GRP LTD",4.36,3.47,NA,NA
"010991","LIGHT & WONDER INC",58.75,60.05,102.09,NA
"016560","ALUMINA LTD",2.01,1.46,1.42,NA
"019565","RIO TINTO GROUP",60.81,54.78,50.17,NA
"019824","ANGLOGOLD ASHANTI PLC",350.5,431.4,422.69,NA
"026768","SSR MINING INC",21.75,15.12,4.46,NA
"026877","TBG DIAGNOSTICS LTD",NA,NA,NA,NA
"100165","SANTOS LTD",7.74,6.9,7.75,NA
"100712","WOODSIDE ENERGY GROUP LTD",32.1,33.34,30.5,NA
"100823","ENERGY RESOURCES OF AUSTRALI",0.38,0.21,0.057,NA
"100835","ADBRI LTD",3.03,1.585,3.13,NA
"101420","CAPRAL LIMITED",9.15,7.46,9.3,NA
"101599","ILUKA RESOURCES LTD",11.29,10.62,7.21,NA
"101603","CIMIC GROUP LTD",22,NA,NA,NA
"101709","TEN NETWORK HOLDINGS LTD",NA,NA,NA,NA
"102114","EMPIRE ENERGY GROUP LTD",0.335,0.16,0.17,NA
"102903","AMPOL LTD",30.64,30.49,39.79,NA
"105420","ARGOSY MINERALS LTD",0.47,0.44,0.135,NA
"106438","FAR LTD",0.74,0.705,0.4,NA
"107162","TOUBANI RESOURCES LTD",0.0998,0.17,0.15,NA
"201025","CAPE RANGE LTD",0.21,0.11,0.12,NA
"203669","STEAMSHIP TRADING",10.09,9.07,13.59,NA
"205248","MOLOPO ENERGY LTD",NA,NA,NA,NA
"205895","XSTATE RESOURCES LTD",0.003,0.013,0.016,NA
"206145","REEF CASINO TRUST",3.03,3.145,3.05,NA
"207018","MAGONTEC LTD",0.365,0.42,0.34,NA
"207221","RESOLUTE MINING LTD",0.33,0.42,0.43,NA
"208467","PETSEC ENERGY LTD",0.021,NA,NA,NA
"210232","ARN MEDIA LIMITED",1.915,1.13,NA,NA
"210248","ASRA MINERALS LIMITED",0.027,0.0115,0.005,NA
"210260","CYPRIUM METALS LTD",0.205,0.11,0.019,NA
"211370","MULTISTACK INTL",0.04,0.009,0.005,NA
"211523","BLUE STAR HELIUM LTD",0.042,0.029,0.007,NA
"211555","CENTENNIAL COAL",NA,NA,NA,NA
"212428","GRANGE RESOURCES LTD",1.11,0.72,0.44,NA
"214050","OZ MINERALS LIMITED",26.67,28.11,NA,NA
"221216","MINERAL COMMODITIES LTD",0.12,0.06,0.022,NA
"221877","EAGERS AUTOMOTIVE LTD",14.28,13.49,14.16,NA
"226180","ENVESTRA LTD",NA,NA,NA,NA
"231038","HUTCHISON TELECOM AUSTRALIA",0.081,0.044,0.026,NA
"234811","RECKON LTD",0.895,0.48,0.54,NA
"235179","ROC OIL CO LTD",NA,NA,NA,NA
"241368","IRESS LTD",11.94,9.92,NA,NA
"242605","INVIGOR GROUP LTD",0.25,NA,NA,NA
"242636","HILLGROVE RESOURCES LTD",0.064,0.053,0.068,NA
"247302","VITA LIFE SCIENCES LTD",2.31,1.45,2.42,NA
"247526","ADX ENERGY LTD",0.008,0.006,0.125,NA
"248129","FOCUS MINERALS LTD",0.245,0.165,0.18,NA
"248169","VOLT GROUP LIMITED",0.003,0.0015,0.001,NA
"248181","AVECHO BIOTECHNOLOGY LTD",0.015,0.009,0.005,NA
"248795","AUSTRAL GOLD LTD",0.076,0.041,0.026,NA
"248800","TASFOODS LTD",0.075,0.035,0.021,NA
"249495","ELECTRO OPTIC SYSTEMS LTD",2.87,0.455,1.655,NA
"251638","DRAGON MINING LTD",1.4,0.98,1.67,NA
"252268","SYDNEY AIRPORT",NA,NA,NA,NA
"253317","BRISBANE BRONCOS LTD",0.705,1.04,1.04,NA
"253319","CARBON MINERALS LTD",0.31,0.31,NA,NA
"253400","GREENHY2 LIMITED",0.076,0.025,0.01,NA
"253403","OM HOLDINGS LTD",0.905,0.72,0.435,NA
"253429","88 ENERGY LTD",0.017,0.009,0.005,NA
"253482","CENTAURUS METALS LTD",1.37,0.94,0.3,NA
"253545","HUDSON RESOURCES LTD",NA,NA,NA,NA
"253572","MAGNUM MINING & EXPLOR LTD",0.072,0.021,0.018,NA
"253585","IMAGE RESOURCES NL",0.255,0.125,0.07,NA
"253590","PHOSLOCK ENVIRNMNTL TECH LTD",0.245,0.042,0.025,NA
"253605","LEGEND MINING NL",0.073,0.051,0.013,NA
"253617","LION ENERGY LTD",0.05,0.034,0.03,NA
"253622","JERVOIS GLOBAL LTD",0.815,0.066,0.025,NA
"254459","VMOTO LTD",0.4,0.35,0.145,NA
"259075","DANAKALI LTD",0.3,0.42,0.41,NA
"259425","INVOCARE LTD",11.99,11.82,NA,NA
"259518","JANUS HENDERSON GROUP PLC",35.75,25.85,32.86,NA
"260478","HOLISTA COLLTECH LTD",0.034,0.016,0.01,NA
"260479","BIG RIVER GOLD LTD",0.29,NA,NA,NA
"260645","YOUNG AUSTRALIAN MINES LTD",NA,NA,NA,NA
"270961","REWARD MINERALS LTD",0.11,0.072,0.031,NA
"271294","BASS OIL LTD",0.0025,0.135,0.063,NA
"271295","ANTERIS TECHNOLOGIES LTD",17,19,23.48,NA
"271323","DOMINION MINERALS LIMITED",0.074,0.04,0.032,NA
"271325","TERRAMIN AUSTRALIA LTD",0.06,0.02,0.033,NA
"271605","AUDIO PIXELS HOLDINGS LTD",18.6,9,6.2,NA
"271829","NEUREN PHARMACEUTICALS LTD",3.98,13.5,21.22,NA
"272497","CODEIFAI LIMITED",0.001,0.004,0.002,NA
"272518","PO VALLEY ENERGY LTD",0.027,0.072,0.029,NA
"272603","KGL RESOURCES LTD",0.415,0.285,0.125,0.097
"272838","SUNDANCE ENERGY AUSTRALIA",NA,NA,NA,NA
"273189","DIATREME RESOURCES LTD",0.021,0.027,0.0205,NA
"274001","ENERGY METALS LTD",0.2275,0.115,0.125,NA
"274076","SIERRA RUTILE HOLDINGS LTD",NA,0.26,0.12,NA
"274255","AUSTRALIAN OIL CO LTD",0.03,0.01,0.011,NA
"274806","IMEXHS LTD",0.83,0.57,0.58,NA
"275011","OAKS HOTELS & RESORTS LTD",NA,NA,NA,NA
"275250","BROOKSIDE ENERGY LTD",0.026,0.0115,0.014,NA
"275548","ANTILLES GOLD LTD",0.069,0.037,0.02,NA
"276802","HYDROCARBON DYNAMICS LTD",0.013,0.015,0.004,NA
"277450","GEOPACIFIC RESOURCES LTD",0.21,0.026,0.019,NA
"278168","ENERGY TRANSITION MINERALS",0.071,0.045,0.038,NA
"278170","YARI MINERALS LIMITED",0.031,0.017,0.005,NA
"278245","GOLD ROAD RESOURCES LTD",1.625,1.7,1.58,NA
"278551","CALIMA ENERGY LTD",0.2,0.12,0.125,NA
"281718","FIREFINCH LTD",1.045,0.2,NA,NA
"282050","LUCAPA DIAMOND CO LTD",0.073,0.038,0.115,NA
"282321","CYCLOPHARM LTD",1.64,1.82,1.795,NA
"283453","CARBINE RESOURCES LTD",0.027,0.011,0.005,NA
"284251","BOART LONGYEAR GROUP LTD",2.45,2,2.99,NA
"284314","ENOVA MINING LTD",0.018,0.011,0.025,NA
"284723","RED SKY ENERGY LTD",0.0065,0.004,0.005,NA
"285932","GTI ENERGY LTD",0.025,0.0085,0.0075,NA
"287096","AUKING MINING LTD",0.185,0.064,0.022,NA
"287566","G8 EDUCATION LTD",1.145,1.21,1.2,NA
"287635","DOTZ NANO LTD",0.38,0.23,0.165,NA
"287760","BASSARI RESOURCES",0.013,NA,NA,NA
"287853","FLUENCE CORPORATION LTD",0.23,0.19,0.175,NA
"288229","ADVANCE METALS LIMITED",0.015,0.009,0.037,NA
"288304","NGE CAPITAL LTD",0.865,0.745,0.99,NA
"289313","TURACO GOLD LIMITED",0.105,0.07,0.175,NA
"289556","BURU ENERGY LTD",0.235,0.105,0.115,NA
"290336","SYRAH RESOURCES LIMITED",1.625,1.835,0.495,NA
"292514","TRITON MINERALS LTD",0.027,0.03,0.014,NA
"293464","METRO MINING LTD",0.032,0.013,0.038,NA
"293528","STANMORE RESOURCES LTD",1.735,3.43,3.22,NA
"293593","FRONTIER ENERGY LIMITED",0.255,0.45,0.34,NA
"293640","ABX GROUP LTD",0.185,0.11,0.055,NA
"293796","ATLAS ARTERIA LTD",6.55,6.29,5.33,NA
"294831","WEST AFRICAN RESOURCES LTD",1.25,0.96,1.2,NA
"295174","HORSESHOE METALS LTD",0.043,0.023,0.008,NA
"295427","LATIN RESOURCES LTD",0.094,0.12,0.185,NA
"295876","KULA GOLD LTD",0.048,0.016,0.0075,NA
"296032","CRITICAL RESOURCES LTD",0.079,0.045,0.014,NA
"296338","XANADU MINES LTD",0.029,0.038,0.059,NA
"296479","HARANGA RESOURCES LTD",0.21,0.14,0.115,NA
"296582","VOLTAIC STRATEGIC RESOURCES",0.001,0.0195,0.0165,NA
"296603","DICKER DATA LTD",14.59,8.19,10.77,NA
"299291","TIGERS REALM COAL LTD",0.018,0.012,0.006,NA
"307488","BRAINCHIP HOLDINGS LTD",0.965,0.475,0.31,NA
"311483","LITHIUM UNIVERSE LIMITED",0.0045,0.0015,0.02,NA
"312715","HARVEST MINERALS LTD",0.1588,0.065,0.0148,NA
"313077","YANCOAL AUSTRALIA LTD",4.44,5.8,5.24,NA
"313322","HIGHFIELD RESOURCES LTD",0.975,0.63,0.425,NA
"313355","ATRUM COAL LTD",0.013,0.005,0.005,NA
"313564","AQUIS ENTERTAINMENT LTD",0.175,0.145,NA,NA
"314719","WARATAH MINERALS LIMITED",0.0095,0.004,0.09,NA
"314971","TALON ENERGY LTD",0.009,0.15,NA,NA
"314996","INTEGRATED MEDIA TECHNOLOGY",31.14,0.455,2.31,NA
"316002","FERTOZ LTD",0.285,0.155,0.027,NA
"316613","FREELANCER LTD",0.46,0.215,0.21,NA
"317925","SMARTGROUP CORPORATION LTD",8.55,6.41,9.71,NA
"318404","WINCHESTER ENERGY LTD",0.0205,0.007,0.003,NA
"318463","NANOPAC INNOVATION LTD",NA,NA,NA,NA
"318655","TIAN POH RESOURCES",0.045,NA,NA,NA
"318772","EMBARK EARLY EDUCATION",0.72,0.55,0.675,NA
"318874","OOH MEDIA LTD",1.615,1.625,1.78,NA
"318876","LATAM AUTOS LTD",NA,NA,NA,NA
